table_name,table_description_ko,table_description_en,domain,keywords,sample_queries
IQC_INSPECTION_TEMPLATE,INSPECTION TEMPLATE 테이블. INSPECTION 관련 정보를 관리한다.,INSPECTION TEMPLATE table. Manages inspection template information.,기타,INSPECTION TEMPLATE,INSPECTION 정보 조회|INSPECTION 현황
IQC_INSPECTION_TIME_CHECK,INSPECTION TIME 검사/확인 테이블. INSPECTION 검사 결과를 기록한다.,INSPECTION TIME Check table. Manages inspection time check information.,기타,CHECK INSPECTION TIME 검사,INSPECTION 검사 결과|INSPECTION 검사 현황
IQ_4M_MASTER,4M 마스터 테이블. 4M 정보를 관리한다.,4M master table. Manages 4m information.,품질,4M MASTER 검사 마스터 품질,4M 정보 조회|4M 목록|품질 검사 현황
IQ_CHECK_FOOLPROOF_HISTORY,검사/확인 FOOLPROOF 이력 테이블. 검사/확인 FOOLPROOF 변경/처리 이력을 기록한다.,Check FOOLPROOF history table. Records check foolproof change history.,품질,CHECK FOOLPROOF HISTORY 검사 이력 품질,검사 이력 조회|검사 변경 이력|품질 검사 현황
IQ_DAILY_DASHBOARD,일일 DASHBOARD 테이블. 일일 관련 정보를 관리한다.,Daily DASHBOARD table. Manages daily dashboard information.,품질,DAILY DASHBOARD 검사 일일 품질,일일 정보 조회|일일 현황|품질 검사 현황
IQ_DAILY_NOTIFY,일일 NOTIFY 테이블. 일일 관련 정보를 관리한다.,Daily NOTIFY table. Manages daily notify information.,품질,DAILY NOTIFY 검사 일일 품질,일일 정보 조회|일일 현황|품질 검사 현황
IQ_INSPECT_MASTER_SAMPLE_LOG,검사 SAMPLE 마스터 테이블. 검사 SAMPLE 정보를 관리한다.,Inspection SAMPLE master table. Manages inspection sample information.,품질,INSPECT LOG MASTER SAMPLE 검사 로그 마스터 품질,검사 이력 조회|검사 변경 이력|품질 검사 현황
IQ_INSPECT_MAXPOWER_SPEC,검사 MAXPOWER 스펙 테이블. 검사 검사 결과를 기록한다.,Inspection MAXPOWER Specification table. Manages inspection maxpower specification information.,품질,INSPECT MAXPOWER SPEC 검사 스펙 품질,검사 검사 결과|검사 검사 현황|품질 검사 현황
IQ_INTERLOCK_CHECK_CONDITION,INTERLOCK 검사/확인 CONDITION 테이블. INTERLOCK 검사 결과를 기록한다.,INTERLOCK Check CONDITION table. Manages interlock check condition information.,품질,CHECK CONDITION INTERLOCK 검사 품질,INTERLOCK 검사 결과|INTERLOCK 검사 현황|품질 검사 현황
IQ_INTERLOCK_CHECK_COND_LOG,INTERLOCK 검사/확인 COND 로그 테이블. INTERLOCK 검사/확인 COND 변경/처리 이력을 기록한다.,INTERLOCK Check COND log table. Records interlock check cond change history.,품질,CHECK COND INTERLOCK LOG 검사 로그 품질,INTERLOCK 이력 조회|INTERLOCK 변경 이력|품질 검사 현황
IQ_INTERLOCK_CHECK_ERROR,INTERLOCK 검사/확인 에러 테이블. INTERLOCK 검사 결과를 기록한다.,INTERLOCK Check Error table. Manages interlock check error information.,품질,CHECK ERROR INTERLOCK 검사 에러 품질,INTERLOCK 검사 결과|INTERLOCK 검사 현황|품질 검사 현황
IQ_INTERLOCK_CHECK_RESULT,INTERLOCK 검사/확인 실적 테이블. INTERLOCK 검사/확인 실적 데이터를 기록한다.,INTERLOCK Check result table. Stores interlock check result data.,품질,CHECK INTERLOCK RESULT 검사 실적 품질,INTERLOCK 실적 조회|일일 INTERLOCK 실적|품질 검사 현황
IQ_INTERLOCK_CHECK_RESULT_SUM,INTERLOCK 검사/확인 실적 테이블. INTERLOCK 검사/확인 실적 데이터를 기록한다.,INTERLOCK Check result table. Stores interlock check result data.,품질,CHECK INTERLOCK RESULT SUM 검사 실적 품질,INTERLOCK 실적 조회|일일 INTERLOCK 실적|품질 검사 현황
IQ_INTERLOCK_REFLOW_DATA,INTERLOCK REFLOW 데이터 테이블. INTERLOCK REFLOW 관련 데이터를 저장한다.,INTERLOCK REFLOW data table. Stores interlock reflow data.,품질,DATA INTERLOCK REFLOW 검사 데이터 품질,INTERLOCK 정보 조회|INTERLOCK 현황|품질 검사 현황
IQ_INTERLOCK_REFLOW_STATUS,INTERLOCK REFLOW 상태 테이블. INTERLOCK 관련 정보를 관리한다.,INTERLOCK REFLOW Status table. Manages interlock reflow status information.,품질,INTERLOCK REFLOW STATUS 검사 상태 품질,INTERLOCK 정보 조회|INTERLOCK 현황|품질 검사 현황
IQ_INTERLOCK_REQUEST_LOG,INTERLOCK REQUEST 로그 테이블. INTERLOCK REQUEST 변경/처리 이력을 기록한다.,INTERLOCK REQUEST log table. Records interlock request change history.,품질,INTERLOCK LOG REQUEST 검사 로그 품질,INTERLOCK 이력 조회|INTERLOCK 변경 이력|품질 검사 현황
IQ_IQC_DOCUMENT,수입검사 DOCUMENT 테이블. 수입검사 관련 정보를 관리한다.,Incoming QC DOCUMENT table. Manages incoming qc document information.,품질,DOCUMENT IQC 검사 수입검사 품질,수입검사 검사 결과|수입검사 검사 현황|품질 검사 현황
IQ_IQC_INSPECT_HISTORY,수입검사 검사 이력 테이블. 수입검사 검사 변경/처리 이력을 기록한다.,Incoming QC Inspection history table. Records incoming qc inspection change history.,품질,HISTORY INSPECT IQC 검사 수입검사 이력 품질,수입검사 이력 조회|수입검사 변경 이력|품질 검사 현황
IQ_ITEM_EQUIPMENT_DETAIL,품목 EQUIPMENT 상세 테이블. 품목 관련 정보를 관리한다.,Item EQUIPMENT Detail table. Manages item equipment detail information.,품질,DETAIL EQUIPMENT ITEM 검사 상세 품목 품질,품목 정보 조회|품목 현황|품질 검사 현황
IQ_ITEM_INSPECT_GROUP,품목 검사 GROUP 테이블. 품목 검사 결과를 기록한다.,Item Inspection GROUP table. Manages item inspection group information.,품질,GROUP INSPECT ITEM 검사 품목 품질,품목 검사 결과|품목 검사 현황|품질 검사 현황
IQ_ITEM_IQC,품목 수입검사 테이블. 품목 관련 정보를 관리한다.,Item Incoming QC table. Manages item incoming qc information.,품질,IQC ITEM 검사 수입검사 품목 품질,품목 검사 결과|품목 검사 현황|품질 검사 현황
IQ_ITEM_IQC_BAD,품목 수입검사 BAD 테이블. 품목 관련 정보를 관리한다.,Item Incoming QC BAD table. Manages item incoming qc bad information.,품질,BAD IQC ITEM 검사 수입검사 품목 품질,품목 검사 결과|품목 검사 현황|품질 검사 현황
IQ_ITEM_IQC_CRITERION,품목 수입검사 CRITERION 테이블. 품목 관련 정보를 관리한다.,Item Incoming QC CRITERION table. Manages item incoming qc criterion information.,품질,CRITERION IQC ITEM 검사 수입검사 품목 품질,품목 검사 결과|품목 검사 현황|품질 검사 현황
IQ_ITEM_IQC_RANGE,품목 수입검사 RANGE 테이블. 품목 관련 정보를 관리한다.,Item Incoming QC RANGE table. Manages item incoming qc range information.,품질,IQC ITEM RANGE 검사 수입검사 품목 품질,품목 검사 결과|품목 검사 현황|품질 검사 현황
IQ_ITEM_OQC_CRITERION,품목 출하검사 CRITERION 테이블. 품목 관련 정보를 관리한다.,Item Outgoing QC CRITERION table. Manages item outgoing qc criterion information.,품질,CRITERION ITEM OQC 검사 출하검사 품목 품질,품목 검사 결과|품목 검사 현황|품질 검사 현황
IQ_LED_INSPECT_CONDITION,LED 검사 CONDITION 테이블. LED 검사 결과를 기록한다.,LED Inspection CONDITION table. Manages led inspection condition information.,품질,CONDITION INSPECT LED 검사 품질,LED 검사 결과|LED 검사 현황|품질 검사 현황
IQ_MACHINE_AOI_NG_POWER_DATA_RAW,설비 AOI 불량 데이터 테이블. 설비 AOI 불량 관련 데이터를 저장한다.,Machine AOI NG data table. Stores machine aoi ng data.,품질,AOI DATA MACHINE POWER RAW 검사 데이터 불량 설비 품질,설비 정보 조회|설비 현황|품질 검사 현황
IQ_MACHINE_AOI_POWER_DATA_RAW,설비 AOI POWER 데이터 테이블. 설비 AOI POWER 관련 데이터를 저장한다.,Machine AOI POWER data table. Stores machine aoi power data.,품질,AOI DATA MACHINE POWER RAW 검사 데이터 설비 품질,설비 정보 조회|설비 현황|품질 검사 현황
IQ_MACHINE_ATE_DTL_POWER_DATA_RAW,설비 ATE DTL 데이터 테이블. 설비 ATE DTL 관련 데이터를 저장한다.,Machine ATE DTL data table. Stores machine ate dtl data.,품질,ATE DATA DTL MACHINE POWER RAW 검사 데이터 설비 품질,설비 정보 조회|설비 현황|품질 검사 현황
IQ_MACHINE_ATE_POWER_DATA_RAW,설비 ATE POWER 데이터 테이블. 설비 ATE POWER 관련 데이터를 저장한다.,Machine ATE POWER data table. Stores machine ate power data.,품질,ATE DATA MACHINE POWER RAW 검사 데이터 설비 품질,설비 정보 조회|설비 현황|품질 검사 현황
IQ_MACHINE_ATE_POWER_SUB2_DATA_RAW,설비 ATE POWER 데이터 테이블. 설비 ATE POWER 관련 데이터를 저장한다.,Machine ATE POWER data table. Stores machine ate power data.,품질,ATE DATA MACHINE POWER RAW SUB2 검사 데이터 설비 품질,설비 정보 조회|설비 현황|품질 검사 현황
IQ_MACHINE_ATE_SERVER_DATA_RAW,설비 ATE SERVER 데이터 테이블. 설비 ATE SERVER 관련 데이터를 저장한다.,Machine ATE SERVER data table. Stores machine ate server data.,품질,ATE DATA MACHINE RAW SERVER 검사 데이터 설비 품질,설비 정보 조회|설비 현황|품질 검사 현황
IQ_MACHINE_BARCODE_DATA_RAW,설비 바코드 데이터 테이블. 설비 바코드 관련 데이터를 저장한다.,Machine Barcode data table. Stores machine barcode data.,품질,BARCODE DATA MACHINE RAW 검사 데이터 바코드 설비 품질,설비 정보 조회|설비 현황|품질 검사 현황
IQ_MACHINE_BURNIN_DTL_HYBRID_RAW,설비 BURNIN DTL HYBRID 테이블. 설비 관련 정보를 관리한다.,Machine BURNIN DTL table. Manages machine burnin dtl information.,품질,BURNIN DTL HYBRID MACHINE RAW 검사 설비 품질,설비 정보 조회|설비 현황|품질 검사 현황
IQ_MACHINE_BURNIN_HYBRID_DATA_RAW,설비 BURNIN HYBRID 데이터 테이블. 설비 BURNIN HYBRID 관련 데이터를 저장한다.,Machine BURNIN HYBRID data table. Stores machine burnin hybrid data.,품질,BURNIN DATA HYBRID MACHINE RAW 검사 데이터 설비 품질,설비 정보 조회|설비 현황|품질 검사 현황
IQ_MACHINE_BURNIN_POWER_DATA_RAW,설비 BURNIN POWER 데이터 테이블. 설비 BURNIN POWER 관련 데이터를 저장한다.,Machine BURNIN POWER data table. Stores machine burnin power data.,품질,BURNIN DATA MACHINE POWER RAW 검사 데이터 설비 품질,설비 정보 조회|설비 현황|품질 검사 현황
IQ_MACHINE_BURNIN_SMPS_DATA_RAW,설비 BURNIN SMPS 데이터 테이블. 설비 BURNIN SMPS 관련 데이터를 저장한다.,Machine BURNIN SMPS data table. Stores machine burnin smps data.,품질,BURNIN DATA MACHINE RAW SMPS 검사 데이터 설비 품질,설비 정보 조회|설비 현황|품질 검사 현황
IQ_MACHINE_CALIB_DTL_POWER_DATA_RAW,설비 CALIB DTL 데이터 테이블. 설비 CALIB DTL 관련 데이터를 저장한다.,Machine CALIB DTL data table. Stores machine calib dtl data.,품질,CALIB DATA DTL MACHINE POWER RAW 검사 데이터 설비 품질,설비 정보 조회|설비 현황|품질 검사 현황
IQ_MACHINE_CALIB_POWER_DATA_RAW,설비 CALIB POWER 데이터 테이블. 설비 CALIB POWER 관련 데이터를 저장한다.,Machine CALIB POWER data table. Stores machine calib power data.,품질,CALIB DATA MACHINE POWER RAW 검사 데이터 설비 품질,설비 정보 조회|설비 현황|품질 검사 현황
IQ_MACHINE_COATING_POWER_DATA,설비 COATING POWER 데이터 테이블. 설비 COATING POWER 관련 데이터를 저장한다.,Machine COATING POWER data table. Stores machine coating power data.,품질,COATING DATA MACHINE POWER 검사 데이터 설비 품질,설비 정보 조회|설비 현황|품질 검사 현황
IQ_MACHINE_COATING_POWER_DATA_RAW,설비 COATING POWER 데이터 테이블. 설비 COATING POWER 관련 데이터를 저장한다.,Machine COATING POWER data table. Stores machine coating power data.,품질,COATING DATA MACHINE POWER RAW 검사 데이터 설비 품질,설비 정보 조회|설비 현황|품질 검사 현황
IQ_MACHINE_CPK_ITEM_MASTER,설비 CPK 품목 마스터 테이블. 설비 CPK 품목 정보를 관리한다.,Machine CPK Item master table. Manages machine cpk item information.,품질,CPK ITEM MACHINE MASTER 검사 마스터 설비 품목 품질,설비 정보 조회|설비 목록|품질 검사 현황
IQ_MACHINE_CTRL_SERVER_DATA_RAW,설비 CTRL SERVER 데이터 테이블. 설비 CTRL SERVER 관련 데이터를 저장한다.,Machine CTRL SERVER data table. Stores machine ctrl server data.,품질,CTRL DATA MACHINE RAW SERVER 검사 데이터 설비 품질,설비 정보 조회|설비 현황|품질 검사 현황
IQ_MACHINE_DATA_RAW,설비 RAW 데이터 테이블. 설비 RAW 관련 데이터를 저장한다.,Machine RAW data table. Stores machine raw data.,품질,DATA MACHINE RAW 검사 데이터 설비 품질,설비 정보 조회|설비 현황|품질 검사 현황
IQ_MACHINE_EEPROM_SERVER_DATA_RAW,설비 EEPROM SERVER 데이터 테이블. 설비 EEPROM SERVER 관련 데이터를 저장한다.,Machine EEPROM SERVER data table. Stores machine eeprom server data.,품질,DATA EEPROM MACHINE RAW SERVER 검사 데이터 설비 품질,설비 정보 조회|설비 현황|품질 검사 현황
IQ_MACHINE_ESD_DATA_RAW,설비 ESD 데이터 테이블. 설비 ESD 관련 데이터를 저장한다.,Machine ESD data table. Stores machine esd data.,품질,DATA ESD MACHINE RAW 검사 데이터 설비 품질,설비 정보 조회|설비 현황|품질 검사 현황
IQ_MACHINE_FANTEST_POWER_DATA_RAW,설비 FANTEST POWER 데이터 테이블. 설비 FANTEST POWER 관련 데이터를 저장한다.,Machine FANTEST POWER data table. Stores machine fantest power data.,품질,DATA FANTEST MACHINE POWER RAW 검사 데이터 설비 품질,설비 정보 조회|설비 현황|품질 검사 현황
IQ_MACHINE_FCT_DTL_POWER_DATA_RAW,설비 FCT DTL 데이터 테이블. 설비 FCT DTL 관련 데이터를 저장한다.,Machine FCT DTL data table. Stores machine fct dtl data.,품질,DATA DTL FCT MACHINE POWER RAW 검사 데이터 설비 품질,설비 정보 조회|설비 현황|품질 검사 현황
IQ_MACHINE_FCT_POWER_DATA_RAW,설비 FCT POWER 데이터 테이블. 설비 FCT POWER 관련 데이터를 저장한다.,Machine FCT POWER data table. Stores machine fct power data.,품질,DATA FCT MACHINE POWER RAW 검사 데이터 설비 품질,설비 정보 조회|설비 현황|품질 검사 현황
IQ_MACHINE_FCT_SERVER_DATA_RAW,설비 FCT SERVER 데이터 테이블. 설비 FCT SERVER 관련 데이터를 저장한다.,Machine FCT SERVER data table. Stores machine fct server data.,품질,DATA FCT MACHINE RAW SERVER 검사 데이터 설비 품질,설비 정보 조회|설비 현황|품질 검사 현황
IQ_MACHINE_FT1_DTL_POWER_DATA_RAW,설비 FT1 DTL 데이터 테이블. 설비 FT1 DTL 관련 데이터를 저장한다.,Machine FT1 DTL data table. Stores machine ft1 dtl data.,품질,DATA DTL FT1 MACHINE POWER RAW 검사 데이터 설비 품질,설비 정보 조회|설비 현황|품질 검사 현황
IQ_MACHINE_FT1_POWER_DATA_RAW,설비 FT1 POWER 데이터 테이블. 설비 FT1 POWER 관련 데이터를 저장한다.,Machine FT1 POWER data table. Stores machine ft1 power data.,품질,DATA FT1 MACHINE POWER RAW 검사 데이터 설비 품질,설비 정보 조회|설비 현황|품질 검사 현황
IQ_MACHINE_FT1_SERVER_DATA_RAW,설비 FT1 SERVER 데이터 테이블. 설비 FT1 SERVER 관련 데이터를 저장한다.,Machine FT1 SERVER data table. Stores machine ft1 server data.,품질,DATA FT1 MACHINE RAW SERVER 검사 데이터 설비 품질,설비 정보 조회|설비 현황|품질 검사 현황
IQ_MACHINE_FT1_SMPS_DATA_RAW,설비 FT1 SMPS 데이터 테이블. 설비 FT1 SMPS 관련 데이터를 저장한다.,Machine FT1 SMPS data table. Stores machine ft1 smps data.,품질,DATA FT1 MACHINE RAW SMPS 검사 데이터 설비 품질,설비 정보 조회|설비 현황|품질 검사 현황
IQ_MACHINE_FWACDC_POWER_DATA_RAW,설비 FWACDC POWER 데이터 테이블. 설비 FWACDC POWER 관련 데이터를 저장한다.,Machine FWACDC POWER data table. Stores machine fwacdc power data.,품질,DATA FWACDC MACHINE POWER RAW 검사 데이터 설비 품질,설비 정보 조회|설비 현황|품질 검사 현황
IQ_MACHINE_FWDCDC_POWER_DATA_RAW,설비 FWDCDC POWER 데이터 테이블. 설비 FWDCDC POWER 관련 데이터를 저장한다.,Machine FWDCDC POWER data table. Stores machine fwdcdc power data.,품질,DATA FWDCDC MACHINE POWER RAW 검사 데이터 설비 품질,설비 정보 조회|설비 현황|품질 검사 현황
IQ_MACHINE_FWDL_POWER_DATA_RAW,설비 FWDL POWER 데이터 테이블. 설비 FWDL POWER 관련 데이터를 저장한다.,Machine FWDL POWER data table. Stores machine fwdl power data.,품질,DATA FWDL MACHINE POWER RAW 검사 데이터 설비 품질,설비 정보 조회|설비 현황|품질 검사 현황
IQ_MACHINE_FWLED_POWER_DATA_RAW,설비 FWLED POWER 데이터 테이블. 설비 FWLED POWER 관련 데이터를 저장한다.,Machine FWLED POWER data table. Stores machine fwled power data.,품질,DATA FWLED MACHINE POWER RAW 검사 데이터 설비 품질,설비 정보 조회|설비 현황|품질 검사 현황
IQ_MACHINE_FW_POWER_DATA_RAW,설비 FW POWER 데이터 테이블. 설비 FW POWER 관련 데이터를 저장한다.,Machine FW POWER data table. Stores machine fw power data.,품질,DATA FW MACHINE POWER RAW 검사 데이터 설비 품질,설비 정보 조회|설비 현황|품질 검사 현황
IQ_MACHINE_FW_SERVER_DATA_RAW,설비 FW SERVER 데이터 테이블. 설비 FW SERVER 관련 데이터를 저장한다.,Machine FW SERVER data table. Stores machine fw server data.,품질,DATA FW MACHINE RAW SERVER 검사 데이터 설비 품질,설비 정보 조회|설비 현황|품질 검사 현황
IQ_MACHINE_FW_SMPS_DATA_RAW,설비 FW SMPS 데이터 테이블. 설비 FW SMPS 관련 데이터를 저장한다.,Machine FW SMPS data table. Stores machine fw smps data.,품질,DATA FW MACHINE RAW SMPS 검사 데이터 설비 품질,설비 정보 조회|설비 현황|품질 검사 현황
IQ_MACHINE_HEIGHT_POWER_DATA_RAW,설비 HEIGHT POWER 데이터 테이블. 설비 HEIGHT POWER 관련 데이터를 저장한다.,Machine HEIGHT POWER data table. Stores machine height power data.,품질,DATA HEIGHT MACHINE POWER RAW 검사 데이터 설비 품질,설비 정보 조회|설비 현황|품질 검사 현황
IQ_MACHINE_HIPOT_POWER_DATA_RAW,설비 HIPOT POWER 데이터 테이블. 설비 HIPOT POWER 관련 데이터를 저장한다.,Machine HIPOT POWER data table. Stores machine hipot power data.,품질,DATA HIPOT MACHINE POWER RAW 검사 데이터 설비 품질,설비 정보 조회|설비 현황|품질 검사 현황
IQ_MACHINE_HIPOT_SERVER_DATA_RAW,설비 HIPOT SERVER 데이터 테이블. 설비 HIPOT SERVER 관련 데이터를 저장한다.,Machine HIPOT SERVER data table. Stores machine hipot server data.,품질,DATA HIPOT MACHINE RAW SERVER 검사 데이터 설비 품질,설비 정보 조회|설비 현황|품질 검사 현황
IQ_MACHINE_ICT_DTL_SERVER_DATA_RAW,설비 ICT DTL 데이터 테이블. 설비 ICT DTL 관련 데이터를 저장한다.,Machine ICT DTL data table. Stores machine ict dtl data.,품질,DATA DTL ICT MACHINE RAW SERVER 검사 데이터 설비 품질,설비 정보 조회|설비 현황|품질 검사 현황
IQ_MACHINE_ICT_SERVER_DATA_RAW,설비 ICT SERVER 데이터 테이블. 설비 ICT SERVER 관련 데이터를 저장한다.,Machine ICT SERVER data table. Stores machine ict server data.,품질,DATA ICT MACHINE RAW SERVER 검사 데이터 설비 품질,설비 정보 조회|설비 현황|품질 검사 현황
IQ_MACHINE_INPSECT_DATA_FEEDERCHECK,설비 INPSECT 데이터 테이블. 설비 INPSECT 관련 데이터를 저장한다.,Machine INPSECT data table. Stores machine inpsect data.,품질,DATA FEEDERCHECK INPSECT MACHINE 검사 데이터 설비 품질,설비 정보 조회|설비 현황|품질 검사 현황
IQ_MACHINE_INSPECT_DATA_AGING,설비 검사 데이터 테이블. 설비 검사 관련 데이터를 저장한다.,Machine Inspection data table. Stores machine inspection data.,품질,AGING DATA INSPECT MACHINE 검사 데이터 설비 품질,설비 검사 결과|설비 검사 현황|품질 검사 현황
IQ_MACHINE_INSPECT_DATA_AOI,설비 검사 데이터 테이블. 설비 검사 관련 데이터를 저장한다.,Machine Inspection data table. Stores machine inspection data.,품질,AOI DATA INSPECT MACHINE 검사 데이터 설비 품질,설비 검사 결과|설비 검사 현황|품질 검사 현황
IQ_MACHINE_INSPECT_DATA_AOI_DFT,설비 검사 데이터 테이블. 설비 검사 관련 데이터를 저장한다.,Machine Inspection data table. Stores machine inspection data.,품질,AOI DATA DFT INSPECT MACHINE 검사 데이터 설비 품질,설비 검사 결과|설비 검사 현황|품질 검사 현황
IQ_MACHINE_INSPECT_DATA_AOI_NG,설비 검사 데이터 테이블. 설비 검사 관련 데이터를 저장한다.,Machine Inspection data table. Stores machine inspection data.,품질,AOI DATA INSPECT MACHINE 검사 데이터 불량 설비 품질,설비 검사 결과|설비 검사 현황|품질 검사 현황
IQ_MACHINE_INSPECT_DATA_AOI_TEST,설비 검사 데이터 테이블. 설비 검사 관련 데이터를 저장한다.,Machine Inspection data table. Stores machine inspection data.,품질,AOI DATA INSPECT MACHINE TEST 검사 데이터 설비 품질,설비 검사 결과|설비 검사 현황|품질 검사 현황
IQ_MACHINE_INSPECT_DATA_ICT,설비 검사 데이터 테이블. 설비 검사 관련 데이터를 저장한다.,Machine Inspection data table. Stores machine inspection data.,품질,DATA ICT INSPECT MACHINE 검사 데이터 설비 품질,설비 검사 결과|설비 검사 현황|품질 검사 현황
IQ_MACHINE_INSPECT_DATA_MANUAL,설비 검사 데이터 테이블. 설비 검사 관련 데이터를 저장한다.,Machine Inspection data table. Stores machine inspection data.,품질,DATA INSPECT MACHINE MANUAL 검사 데이터 설비 품질,설비 검사 결과|설비 검사 현황|품질 검사 현황
IQ_MACHINE_INSPECT_DATA_MAOI,설비 검사 데이터 테이블. 설비 검사 관련 데이터를 저장한다.,Machine Inspection data table. Stores machine inspection data.,품질,DATA INSPECT MACHINE MAOI 검사 데이터 설비 품질,설비 검사 결과|설비 검사 현황|품질 검사 현황
IQ_MACHINE_INSPECT_DATA_MAOI_DFT,설비 검사 데이터 테이블. 설비 검사 관련 데이터를 저장한다.,Machine Inspection data table. Stores machine inspection data.,품질,DATA DFT INSPECT MACHINE MAOI 검사 데이터 설비 품질,설비 검사 결과|설비 검사 현황|품질 검사 현황
IQ_MACHINE_INSPECT_DATA_MAOI_NG,설비 검사 데이터 테이블. 설비 검사 관련 데이터를 저장한다.,Machine Inspection data table. Stores machine inspection data.,품질,DATA INSPECT MACHINE MAOI 검사 데이터 불량 설비 품질,설비 검사 결과|설비 검사 현황|품질 검사 현황
IQ_MACHINE_INSPECT_DATA_MASK,설비 검사 데이터 테이블. 설비 검사 관련 데이터를 저장한다.,Machine Inspection data table. Stores machine inspection data.,품질,DATA INSPECT MACHINE MASK 검사 데이터 설비 품질,설비 검사 결과|설비 검사 현황|품질 검사 현황
IQ_MACHINE_INSPECT_DATA_MK,설비 검사 데이터 테이블. 설비 검사 관련 데이터를 저장한다.,Machine Inspection data table. Stores machine inspection data.,품질,DATA INSPECT MACHINE MK 검사 데이터 설비 품질,설비 검사 결과|설비 검사 현황|품질 검사 현황
IQ_MACHINE_INSPECT_DATA_MOUNTER_EVENT,설비 검사 데이터 테이블. 설비 검사 관련 데이터를 저장한다.,Machine Inspection data table. Stores machine inspection data.,품질,DATA EVENT INSPECT MACHINE MOUNTER 검사 데이터 설비 품질,설비 검사 결과|설비 검사 현황|품질 검사 현황
IQ_MACHINE_INSPECT_DATA_M_MASK,설비 검사 데이터 테이블. 설비 검사 관련 데이터를 저장한다.,Machine Inspection data table. Stores machine inspection data.,품질,DATA INSPECT MACHINE MASK 검사 데이터 설비 품질,설비 검사 결과|설비 검사 현황|품질 검사 현황
IQ_MACHINE_INSPECT_DATA_PASS,설비 검사 데이터 테이블. 설비 검사 관련 데이터를 저장한다.,Machine Inspection data table. Stores machine inspection data.,품질,DATA INSPECT MACHINE PASS 검사 데이터 설비 품질,설비 검사 결과|설비 검사 현황|품질 검사 현황
IQ_MACHINE_INSPECT_DATA_PBA_FT,설비 검사 데이터 테이블. 설비 검사 관련 데이터를 저장한다.,Machine Inspection data table. Stores machine inspection data.,품질,DATA FT INSPECT MACHINE PBA 검사 데이터 설비 품질,설비 검사 결과|설비 검사 현황|품질 검사 현황
IQ_MACHINE_INSPECT_DATA_PBA_FT_NG,설비 검사 데이터 테이블. 설비 검사 관련 데이터를 저장한다.,Machine Inspection data table. Stores machine inspection data.,품질,DATA FT INSPECT MACHINE PBA 검사 데이터 불량 설비 품질,설비 검사 결과|설비 검사 현황|품질 검사 현황
IQ_MACHINE_INSPECT_DATA_PBA_TVSET,설비 검사 데이터 테이블. 설비 검사 관련 데이터를 저장한다.,Machine Inspection data table. Stores machine inspection data.,품질,DATA INSPECT MACHINE PBA TVSET 검사 데이터 설비 품질,설비 검사 결과|설비 검사 현황|품질 검사 현황
IQ_MACHINE_INSPECT_DATA_PICKUP,설비 검사 데이터 테이블. 설비 검사 관련 데이터를 저장한다.,Machine Inspection data table. Stores machine inspection data.,품질,DATA INSPECT MACHINE PICKUP 검사 데이터 설비 품질,설비 검사 결과|설비 검사 현황|품질 검사 현황
IQ_MACHINE_INSPECT_DATA_REFLOW,설비 검사 데이터 테이블. 설비 검사 관련 데이터를 저장한다.,Machine Inspection data table. Stores machine inspection data.,품질,DATA INSPECT MACHINE REFLOW 검사 데이터 설비 품질,설비 검사 결과|설비 검사 현황|품질 검사 현황
IQ_MACHINE_INSPECT_DATA_RT,설비 검사 데이터 테이블. 설비 검사 관련 데이터를 저장한다.,Machine Inspection data table. Stores machine inspection data.,품질,DATA INSPECT MACHINE RT 검사 데이터 설비 품질,설비 검사 결과|설비 검사 현황|품질 검사 현황
IQ_MACHINE_INSPECT_DATA_RW,설비 검사 데이터 테이블. 설비 검사 관련 데이터를 저장한다.,Machine Inspection data table. Stores machine inspection data.,품질,DATA INSPECT MACHINE RW 검사 데이터 설비 품질,설비 검사 결과|설비 검사 현황|품질 검사 현황
IQ_MACHINE_INSPECT_DATA_SOLDER,설비 검사 데이터 테이블. 설비 검사 관련 데이터를 저장한다.,Machine Inspection data table. Stores machine inspection data.,품질,DATA INSPECT MACHINE SOLDER 검사 데이터 설비 품질,설비 검사 결과|설비 검사 현황|품질 검사 현황
IQ_MACHINE_INSPECT_DATA_SP,설비 검사 데이터 테이블. 설비 검사 관련 데이터를 저장한다.,Machine Inspection data table. Stores machine inspection data.,품질,DATA INSPECT MACHINE SP 검사 데이터 설비 품질,설비 검사 결과|설비 검사 현황|품질 검사 현황
IQ_MACHINE_INSPECT_DATA_SPI,설비 검사 데이터 테이블. 설비 검사 관련 데이터를 저장한다.,Machine Inspection data table. Stores machine inspection data.,품질,DATA INSPECT MACHINE SPI 검사 데이터 설비 품질,설비 검사 결과|설비 검사 현황|품질 검사 현황
IQ_MACHINE_INSPECT_DATA_SPI_DFT,설비 검사 데이터 테이블. 설비 검사 관련 데이터를 저장한다.,Machine Inspection data table. Stores machine inspection data.,품질,DATA DFT INSPECT MACHINE SPI 검사 데이터 설비 품질,설비 검사 결과|설비 검사 현황|품질 검사 현황
IQ_MACHINE_INSPECT_DATA_SPI_DTL,설비 검사 데이터 테이블. 설비 검사 관련 데이터를 저장한다.,Machine Inspection data table. Stores machine inspection data.,품질,DATA DTL INSPECT MACHINE SPI 검사 데이터 설비 품질,설비 검사 결과|설비 검사 현황|품질 검사 현황
